locus,gene_name,chr,orientation,start,end,goi
AT3G62540,AT3G62540,3,R,23133340,23135313,False
AT3G62550,AT3G62550,3,F,23135984,23137173,False
AT3G62560,Sar1d,3,F,23137426,23139045,False
AT3G62570,AT3G62570,3,F,23142485,23144609,False
AT3G62580,AT3G62580,3,F,23146828,23147951,False
AT3G62590,PLIP3,3,R,23147918,23150352,False
AT3G62600,ATERDJ3B,3,R,23150790,23153510,False
AT3G62610,MYB11,3,F,23154758,23156585,False
AT3G62620,AT3G62620,3,F,23159776,23161854,False
AT3G62630,AT3G62630,3,R,23163747,23165195,False
AT3G62640,AT3G62640,3,R,23166289,23166900,False
AT3G62650,AT3G62650,3,F,23168061,23169187,False
AT3G62660,GATL7,3,F,23172806,23174762,False
AT3G62670,RR20,3,R,23176556,23178631,False
AT3G62680,PRP3,3,F,23182722,23183994,False
AT3G62690,ATL5,3,R,23185348,23186701,False
AT3G62700,ABCC14,3,R,23190267,23195762,False
AT3G62710,AT3G62710,3,R,23197658,23200635,False
AT3G62720,XT1,3,F,23201117,23202913,False
AT3G62725,AT3G62725,3,R,23203792,23207565,False
AT3G62730,AT3G62730,3,R,23207854,23209471,False
AT3G62735,AT3G62735,3,F,23210707,23210777,False
AT3G62740,BGLU7,3,F,23211416,23213888,False
AT3G62750,AT3G62750,3,F,23214371,23217045,False
AT3G62760,ATGSTF13,3,R,23217425,23218246,False
AT3G62770,ATG18a,3,R,23218633,23221232,False
AT3G62780,AT3G62780,3,R,23221845,23222995,False
AT3G62790,AT3G62790,3,R,23223061,23224308,False
AT3G62800,DRB4,3,R,23225592,23227512,False
AT3G62810,LYRM7,3,F,23227682,23228398,False
AT3G62820,AT3G62820,3,F,23229749,23230501,False
AT3G62830,AUD1,3,F,23232303,23235567,False
AT3G62840,SmD2b,3,R,23235490,23236816,False
AT3G62850,AT3G62850,3,R,23237487,23239155,False
AT3G62860,MAGL12,3,R,23239446,23242251,False
AT3G62870,AT3G62870,3,R,23242665,23244353,False
AT3G62880,ATOEP16-4,3,R,23244662,23246055,False
AT3G62890,AT3G62890,3,F,23246157,23248063,False
AT3G62900,AT3G62900,3,R,23248129,23254810,False
AT3G62907,AT3G62907,3,R,23256847,23256960,False
AT3G62910,APG3,3,R,23257554,23260427,False
AT3G62920,AT3G62920,3,F,23260662,23261293,False
AT3G62930,GRXS6,3,R,23261442,23261927,False
AT3G62940,OTU5,3,R,23262865,23264731,False
AT3G62950,GRXC11,3,F,23266249,23266934,False
AT3G62960,ROXY8,3,F,23268710,23269324,False
AT3G62970,AT3G62970,3,F,23270633,23272923,False
AT3G62980,TIR1,3,R,23273116,23276375,False
AT3G62988,AT3G62988,3,R,23281908,23282081,False
AT3G62990,AT3G62990,3,F,23282773,23283368,False
AT3G63000,NPL41,3,F,23283609,23285540,False
AT3G63003,AT3G63003,3,R,23285593,23285665,False
AT3G63006,AT3G63006,3,R,23285754,23285826,False
AT3G63010,GID1B,3,F,23289425,23291486,False
AT3G63020,AT3G63020,3,F,23294382,23295039,False
AT3G63030,MBD4,3,F,23295343,23296597,False
AT3G63040,AT3G63040,3,R,23296572,23297225,False
AT3G63050,AT3G63050,3,R,23297891,23298389,False
AT3G63052,AT3G63052,3,R,23298911,23299111,False
AT3G63060,EDL3,3,R,23300290,23301473,False
AT3G63070,HULK3,3,F,23302365,23309658,False
AT3G63080,GPX5,3,F,23309737,23311386,False
AT3G63088,RTFL14,3,F,23313053,23313199,False
AT3G63090,AT3G63090,3,F,23313428,23314989,False
AT3G63095,AT3G63095,3,F,23315506,23316258,False
AT3G63110,IPT3,3,R,23318076,23319540,False
AT3G63120,CYCP1;1,3,R,23322956,23324247,False
AT3G63130,RANGAP1,3,F,23324609,23326973,False
AT3G63140,CSP41A,3,R,23326867,23328709,False
AT3G63150,MIRO2,3,R,23328928,23332848,False
AT3G63160,OEP6,3,R,23333513,23334034,False
AT3G63170,FAP1,3,F,23334352,23336109,False
AT3G63180,TKL,3,R,23336092,23340317,False
AT3G63190,RRF,3,R,23342582,23344773,False
AT3G63200,PLP9,3,F,23345902,23347564,False
AT3G63210,MARD1,3,R,23353615,23355160,False
AT3G63220,AT3G63220,3,R,23357392,23359238,False
AT3G63230,AT3G63230,3,F,23359633,23360338,False
AT3G63233,AT3G63233,3,R,23361537,23361689,False
AT3G63240,AT3G63240,3,R,23363872,23367592,False
AT3G63250,HMT2,3,R,23370308,23372682,False
AT3G63260,ATMRK1,3,R,23372881,23375007,False
AT3G63270,ALP1,3,R,23375617,23377473,False
AT3G63280,AT3G63280,3,F,23377979,23381546,False
AT3G63290,AT3G63290,3,F,23381645,23383538,False
AT3G63300,FKD1,3,F,23384988,23387842,False
AT3G63310,BIL4,3,R,23387856,23388985,False
AT3G63320,AT3G63320,3,R,23389838,23391556,False
AT3G63340,AT3G63340,3,R,23391628,23398377,False
AT3G63350,AT-HSFA7B,3,F,23399468,23400812,False
AT3G63360,AT3G63360,3,R,23401257,23401591,False
AT3G63370,OTP86,3,F,23402076,23405991,False
AT3G63375,MIR167B,3,F,23406177,23406267,False
AT3G63380,ACA12,3,R,23406611,23410360,False
AT3G63390,AT3G63390,3,R,23411166,23411968,False
AT3G63400,AT3G63400,3,F,23412024,23415659,False
AT3G63410,APG1,3,R,23415589,23417119,False
AT3G63420,AT3G63420,3,F,23417272,23418698,False
AT3G63430,TRM5,3,F,23420366,23422399,False
AT3G63440,CKX6,3,F,23424157,23426536,False
AT3G63445,AT3G63445,3,R,23422653,23426362,False
AT3G63450,AT3G63450,3,R,23426749,23429154,False
AT3G63460,SEC31B,3,R,23430642,23437374,False
AT3G63470,scpl40,3,F,23438474,23441060,False
AT3G63480,Kin-1,3,R,23440887,23444006,False
AT3G63490,EMB3126,3,F,23444203,23446355,False
AT3G63500,TTA2,3,R,23446230,23450198,False
AT3G63510,AT3G63510,3,F,23450536,23452794,False
AT3G63520,CCD1,3,F,23452911,23456078,False
AT3G63530,BB,3,R,23456157,23458459,False
AT3G63540,AT3G63540,3,R,23459182,23459804,False
AT3G66652,AT3G66652,3,F,2083394,2087556,False
AT3G66654,CYP21-4,3,F,2087980,2090495,False
AT3G66656,AGL91,3,R,2091262,2091798,False
AT3G66658,ALDH22A1,3,R,2095105,2099151,False
AT4G00005,AT4G00005,4,R,1180,1536,False
AT4G00020,BRCA2(IV),4,R,2895,10455,False
AT4G00026,SD3,4,R,11355,13359,False
AT4G00030,FBN9,4,F,13527,14413,False
AT4G00040,AT4G00040,4,F,14627,16079,False
AT4G00050,UNE10,4,F,17792,20066,False
AT4G00060,MEE44,4,F,21437,28871,False
AT4G00070,CTL12,4,R,29671,31426,False
AT4G00080,UNE11,4,F,32893,33718,False
AT4G00085,AT4G00085,4,F,33800,33872,False
AT4G00090,AT4G00090,4,F,34091,36880,False
AT4G00100,RPS13A,4,F,37084,38312,False
AT4G00110,GAE3,4,R,38504,40189,False
AT4G00114,AT4G00114,4,R,40862,41383,False
AT4G00120,IND,4,R,41665,43197,False
AT4G00124,AT4G00124,4,R,45275,45370,False
AT4G00130,AT4G00130,4,F,48266,49068,False
AT4G00140,EDA34,4,R,51166,53449,False
AT4G00150,HAM3,4,R,57199,59286,False
AT4G00160,AT4G00160,4,F,63410,65479,False
AT4G00165,AT4G00165,4,R,69273,69884,False
AT4G00170,AT4G00170,4,R,70477,72211,False
AT4G00180,YAB3,4,R,72552,75384,False
AT4G00190,PME38,4,R,80433,82040,False
AT4G00200,AHL7,4,R,82445,84694,False
AT4G00210,LBD31,4,R,85693,86895,False
AT4G00220,JLO,4,F,90036,92237,False
AT4G00225,AT4G00225,4,R,92644,93147,False
AT4G00230,XSP1,4,F,93923,97454,False
AT4G00231,MEE50,4,F,97499,99353,False
AT4G00232,AT4G00232,4,R,100257,100721,False
AT4G00234,AT4G00234,4,F,100919,101788,False
AT4G00236,AT4G00236,4,F,102141,103750,False
AT4G00238,AtSTKL1,4,R,103823,105217,False
AT4G00240,PLDBETA2,4,R,106380,110718,False
AT4G00250,AtSTKL2,4,R,112705,113966,False
AT4G00260,MEE45,4,F,114971,117051,False
AT4G00270,GeBP,4,R,117152,118577,False
AT4G00280,AT4G00280,4,R,122409,122851,False
AT4G00290,MSL1,4,R,122851,125591,False
AT4G00300,AT4G00300,4,F,126509,130399,False
AT4G00305,AT4G00305,4,F,131550,131930,False
AT4G00310,EDA8,4,F,133643,135469,False
AT4G00315,FOL1,4,F,137404,138888,False
AT4G00320,AT4G00320,4,F,139939,141643,False
AT4G00330,CRCK2,4,R,142601,144523,False
AT4G00335,RHB1A,4,F,145904,148339,False
AT4G00340,RLK4,4,F,148814,151686,False
AT4G00342,AT4G00342,4,R,151733,151912,False
AT4G00350,AT4G00350,4,F,151919,154130,False
AT4G00355,ATI2,4,F,154705,156376,False
AT4G00356,AT4G00356,4,R,156574,156729,False
AT4G00360,CYP86A2,4,F,160768,163023,False
AT4G00370,ANTR2,4,R,162897,166357,False
AT4G00380,FDM2,4,F,167959,170974,False
AT4G00390,AT4G00390,4,R,171497,172843,False
AT4G00400,GPAT8,4,R,174062,176853,False
AT4G00413,AT4G00413,4,R,178039,178161,False
AT4G00416,MBD3,4,F,179022,179513,False
AT4G00420,AT4G00420,4,R,181323,184387,False
AT4G00430,PIP1;4,4,R,185450,187627,False
AT4G00440,TRM15,4,F,193879,198579,False
AT4G00450,CCT,4,F,202416,211003,False
AT4G00460,ROPGEF3,4,R,211081,213697,False
AT4G00467,AT4G00467,4,R,214846,216076,False
AT4G00480,ATMYC1,4,R,216812,219743,False
AT4G00490,BAM2,4,F,222320,225131,False
AT4G00500,AT4G00500,4,R,225028,227396,False
AT4G00520,AT4G00520,4,F,227694,231699,False
AT4G00525,AT4G00525,4,F,231780,232939,False
AT4G00530,AT4G00530,4,R,232928,233645,False
AT4G00540,MYB3R2,4,R,234597,237582,False
AT4G00550,DGD2,4,R,237967,240500,False
AT4G00560,AT4G00560,4,R,240660,242379,False
AT4G00570,NAD-ME2,4,R,242515,246771,False
AT4G00580,AT4G00580,4,F,248713,250258,False
AT4G00585,AT4G00585,4,R,250955,252598,False
AT4G00590,AT4G00590,4,F,252766,255054,False
AT4G00600,AT4G00600,4,R,255320,256610,False
AT4G00610,AT4G00610,4,R,256957,257943,False
AT4G00620,EMB3127,4,R,259028,261019,False
AT4G00630,KEA2,4,R,261449,268050,False
AT4G00650,FRI,4,F,269026,271503,False
AT4G00651,AT4G00651,4,R,271487,271879,False
AT4G00660,RH8,4,F,274257,278737,False
AT4G00670,AT4G00670,4,R,278316,279186,False
AT4G00680,AT4G00680,4,R,279596,280699,False
AT4G00690,ULP1B,4,F,281313,283129,False
AT4G00695,AT4G00695,4,F,283914,285975,False
AT4G00700,MCTP9,4,F,286051,289514,False
AT4G00710,BSK3,4,F,290048,293453,False
AT4G00720,SK32,4,R,293641,297314,False
AT4G00730,ANL2,4,R,299359,304508,False
AT4G00740,QUA3,4,R,307431,310482,False
AT4G00750,AT4G00750,4,F,314353,317675,False
AT4G00752,AT4G00752,4,R,317564,320895,False
AT4G00753,AT4G00753,4,F,322364,323033,False
AT4G00755,AT4G00755,4,F,324982,327008,False
AT4G00760,APRR8,4,R,327025,333477,False
AT4G00770,TRM9,4,F,331157,333477,False
AT4G00780,AT4G00780,4,F,334732,336344,False
AT4G00800,SETH5,4,R,336945,345714,False
AT4G00810,RPP1B,4,R,345952,347199,False
AT4G00820,iqd17,4,F,349116,351550,False
AT4G00830,LIF2,4,F,352016,355233,False
AT4G00840,AT4G00840,4,R,355258,357279,False
AT4G00850,GIF3,4,F,357551,359194,False
AT4G00860,ATOZI1,4,R,359315,360493,False
AT4G00870,bHLH14,4,R,362169,363691,False
AT4G00872,AT4G00872,4,R,364147,364736,False
AT4G00880,SAUR31,4,R,366373,367274,False
AT4G00885,MIR165B,4,R,369856,369991,False
AT4G00890,AT4G00890,4,R,373960,375350,False
AT4G00891,AT4G00891,4,R,377481,377908,False
AT4G00893,AT4G00893,4,R,379793,381455,False
AT4G00895,AT4G00895,4,F,381788,382643,False
AT4G00900,ECA2,4,R,382663,386529,False
AT4G00905,AT4G00905,4,F,387865,389113,False
AT4G00910,AT4G00910,4,R,389370,391287,False
AT4G00920,AT4G00920,4,F,393767,395382,False
AT4G00930,CIP4.1,4,F,396558,400734,False
AT4G00940,DOF4.1,4,R,403320,404810,False
AT4G00950,MEE47,4,R,405673,407142,False
AT4G00955,AT4G00955,4,F,412118,413327,False
AT4G00960,AT4G00960,4,F,414361,416180,False
AT4G00970,CRK41,4,F,418437,421694,False
AT4G00975,AT4G00975,4,F,421973,423258,False
AT4G00980,AT4G00980,4,R,422478,424588,False
AT4G00985,AT4G00985,4,R,424717,424788,False
AT4G00990,JMJ27,4,F,426944,431821,False
AT4G01000,AT4G01000,4,R,431963,433849,False
AT4G01010,CNGC13,4,R,434569,437242,False
AT4G01020,AT4G01020,4,F,439086,445168,False
AT4G01023,AT4G01023,4,F,445844,446720,False
AT4G01026,PYL7,4,F,447052,448511,False
AT4G01030,AT4G01030,4,R,447941,450642,False
AT4G01037,WTF1,4,R,451251,453243,False
AT4G01040,AT4G01040,4,F,453369,455548,False
AT4G01050,AT4G01050,4,F,455768,458510,False
AT4G01060,CPL3,4,F,460472,461085,False
AT4G01070,GT72B1,4,R,461592,463556,False
AT4G01080,TBL26,4,R,466391,468294,False
AT4G01090,AT4G01090,4,R,470515,473792,False
AT4G01100,ADNT1,4,F,477141,479936,False
AT4G01110,AT4G01110,4,R,479963,481160,False
AT4G01120,GBF2,4,R,481597,484483,False
AT4G01130,AT4G01130,4,F,485833,488007,False
AT4G01140,AT4G01140,4,R,490749,492199,False
AT4G01150,CURT1A,4,F,493548,494850,False
AT4G01160,AT4G01160,4,R,494976,497006,False
AT4G01170,AT4G01170,4,F,499497,500831,False
AT4G01180,FDDM2,4,R,501287,503394,False
AT4G01190,PIP5K11,4,R,504211,506131,False
AT4G01200,AT4G01200,4,R,506511,507626,False
AT4G01210,AT4G01210,4,R,507717,512782,False
AT4G01220,MGP4,4,R,513213,515853,False
AT4G01230,RTNLB7,4,R,516264,517408,False
AT4G01240,AT4G01240,4,R,517795,521972,False
AT4G01245,AT4G01245,4,F,527591,528144,False
AT4G01250,WRKY22,4,R,522604,524216,False
AT4G01260,AT4G01260,4,R,528570,529547,False
AT4G01265,AT4G01265,4,R,529822,531774,False
AT4G01270,AT4G01270,4,F,532351,534984,False
AT4G01280,RVE5,4,F,535211,537322,False
AT4G01290,CBE1,4,R,537990,543869,False
AT4G01310,PRPL5,4,R,543970,545547,False
AT4G01320,ATSTE24,4,F,545796,549261,False
AT4G01328,AT4G01328,4,R,550233,550376,False
AT4G01330,AT4G01330,4,F,550349,553016,False
AT4G01335,AT4G01335,4,F,553393,554089,False
AT4G01340,AT4G01340,4,F,554539,556961,False
AT4G01350,AT4G01350,4,F,560259,562438,False
AT4G01355,AT4G01355,4,R,562561,562634,False
AT4G01360,BPS3,4,F,564760,566310,False
AT4G01370,MPK4,4,F,567095,569088,False
AT4G01380,AT4G01380,4,R,569148,570076,False
AT4G01390,AT4G01390,4,R,570242,571595,False
AT4G01400,MISF74,4,R,572997,577276,False
AT4G01410,AT4G01410,4,F,578165,579169,False
AT4G01420,CBL5,4,R,580038,581518,False
AT4G01430,UMAMIT29,4,F,585598,588029,False
AT4G01440,UMAMIT31,4,F,596399,598718,False
AT4G01450,UMAMIT30,4,F,608454,610724,False
AT4G01455,AT4G01455,4,R,611866,611932,False
AT4G01460,AT4G01460,4,F,620759,622945,False
AT4G01470,TIP1;3,4,R,625092,625850,False
AT4G01480,PPa5,4,F,626118,628055,False
AT4G01490,AT4G01490,4,F,631136,636899,False
AT4G01500,NGA4,4,F,639247,640940,False
AT4G01505,AT4G01505,4,F,641462,642214,False
AT4G01510,AT4G01510,4,F,642733,644336,False
AT4G01515,AT4G01515,4,R,647692,649794,False
AT4G01516,AT4G01516,4,F,649862,649957,False
AT4G01520,NAC067,4,R,656407,659178,False
AT4G01525,AT4G01525,4,F,660810,661698,False
AT4G01530,AT4G01530,4,F,663408,665102,False
AT4G01533,AT4G01533,4,R,667148,669073,False
AT4G01535,AT4G01535,4,F,669339,669830,False
AT4G01540,NTM1,4,R,670483,672789,False
AT4G01550,NAC069,4,R,673862,676411,False
AT4G01560,MEE49,4,R,677054,679237,False
AT4G01570,AT4G01570,4,F,679472,681940,False
AT4G01575,KPI-2,4,R,681862,682601,False
AT4G01580,AT4G01580,4,F,685746,686827,False
AT4G01590,AT4G01590,4,R,688813,690434,False
AT4G01593,AT4G01593,4,F,690710,692169,False
AT4G01595,AT4G01595,4,R,690726,691993,False
AT4G01600,AT4G01600,4,F,693181,694340,False
AT4G01610,AtcathB3,4,F,694695,697206,False
AT4G01630,EXPA17,4,F,700653,701527,False
AT4G01640,AT4G01640,4,F,702563,703600,False
AT4G01650,AT4G01650,4,R,704407,706965,False
AT4G01660,ABC1,4,F,708544,711256,False
AT4G01670,AT4G01670,4,R,711192,712643,False
AT4G01671,AT4G01671,4,R,713216,713389,False
AT4G01680,MYB55,4,R,716004,717579,False
AT4G01690,PPOX,4,F,729887,732433,False
AT4G01700,AT4G01700,4,R,732313,733510,False
AT4G01703,AT4G01703,4,R,734252,734365,False
AT4G01710,CRK,4,F,735753,736604,False
AT4G01720,WRKY47,4,F,744921,748554,False
AT4G01730,AT4G01730,4,F,749574,752034,False
AT4G01735,AT4G01735,4,R,752288,752873,False
AT4G01740,AT4G01740,4,F,753422,755456,False
AT4G01750,RGXT2,4,F,756363,758590,False
AT4G01760,AT4G01760,4,R,759131,761134,False
AT4G01770,AT4G01770,4,F,764514,766865,False
AT4G01780,AT4G01780,4,F,767310,769246,False
AT4G01790,AT4G01790,4,F,769865,770835,False
AT4G01800,AGY1,4,R,770722,776260,False
AT4G01810,AtSEC23A,4,R,776488,780355,False
AT4G01820,ABCB3,4,R,780734,785329,False
AT4G01830,ABCB5,4,R,785683,790447,False
AT4G01840,KCO5,4,F,793261,795139,False
AT4G01850,SAM-2,4,R,796097,798286,False
AT4G01860,AT4G01860,4,R,801032,808060,False
AT4G01865,AT4G01865,4,R,808270,808342,False
AT4G01870,AT4G01870,4,R,808376,810446,False
AT4G01880,TRM13,4,R,810699,812925,False
AT4G01883,MLBP1,4,F,813068,815170,False
AT4G01890,AT4G01890,4,F,816210,818428,False
AT4G01895,AT4G01895,4,F,819957,820379,False
AT4G01897,AT4G01897,4,R,820336,821505,False
AT4G01900,GLB1,4,F,821685,823523,False
AT4G01910,AT4G01910,4,R,824568,826685,False
AT4G01915,AT4G01915,4,F,827237,828607,False
AT4G01920,AT4G01920,4,R,828890,831200,False
AT4G01925,AT4G01925,4,R,833173,834340,False
AT4G01930,AT4G01930,4,R,838802,840760,False
AT4G01935,AT4G01935,4,F,841057,842364,False
AT4G01940,NFU1,4,R,841989,843459,False
AT4G01950,AT4G01950,4,R,844409,846787,False
AT4G01960,AT4G01960,4,R,851210,853165,False
AT4G01970,AT4G01970,4,R,853922,857008,False
AT4G01975,AT4G01975,4,R,858636,862475,False
AT4G01980,AT4G01980,4,R,863351,864259,False
AT4G01985,AT4G01985,4,R,866236,868126,False
AT4G01990,AT4G01990,4,R,871145,872913,False
AT4G01995,AT4G01995,4,F,873054,874772,False
AT4G02000,AT4G02000,4,F,874880,875903,False
AT4G02005,AT4G02005,4,R,876908,879741,False
AT4G02010,AT4G02010,4,F,881090,885399,False
AT4G02020,SWN,4,F,886600,891955,False
AT4G02030,UNH,4,F,892176,897318,False
AT4G02040,AT4G02040,4,F,897547,898370,False
AT4G02050,STP7,4,R,898307,900870,False
AT4G02055,AT4G02055,4,F,901176,901247,False
AT4G02060,PRL,4,F,900636,905591,False
AT4G02070,MSH6,4,F,905866,913190,False
AT4G02075,PIT1,4,R,913419,916476,False
AT4G02080,SAR2,4,F,921454,922777,False
AT4G02090,AT4G02090,4,F,923100,923916,False
AT4G02100,AT4G02100,4,F,930065,932330,False
AT4G02110,AT4G02110,4,F,935086,940191,False
AT4G02120,CTPS3,4,F,940778,944291,False
AT4G02130,GATL6,4,R,944360,947085,False
AT4G02140,AT4G02140,4,R,949460,951063,False
AT4G02150,MOS6,4,R,950611,953690,False
AT4G02160,AT4G02160,4,R,955101,955652,False
AT4G02170,AT4G02170,4,F,958049,958641,False
AT4G02180,AT4G02180,4,F,959964,963517,False
AT4G02190,AT4G02190,4,F,967372,969351,False
AT4G02195,SYP42,4,R,970007,972307,False
AT4G02200,AtDIL9-5,4,F,972707,974692,False
AT4G02210,AT4G02210,4,R,973924,976129,False
AT4G02220,AT4G02220,4,F,976278,979163,False
AT4G02230,AT4G02230,4,R,979170,980670,False
AT4G02235,AGL51,4,F,980955,981711,False
AT4G02250,AT4G02250,4,F,983970,984523,False
AT4G02260,RSH1,4,F,985232,991494,False
AT4G02270,RHS13,4,R,992175,993038,False
AT4G02280,SUS3,4,F,994927,998967,False
AT4G02290,GH9B13,4,R,1002394,1005253,False
AT4G02300,PME39,4,R,1009366,1013034,False
AT4G02310,AT4G02310,4,R,1014680,1015729,False
AT4G02312,AT4G02312,4,R,1017843,1018394,False
AT4G02314,AT4G02314,4,F,1018434,1020824,False
AT4G02317,AT4G02317,4,R,1021318,1021717,False
AT4G02320,PMEI-PME40,4,R,1022725,1026118,False
AT4G02325,AT4G02325,4,R,1029682,1029780,False
AT4G02330,ATPMEPCRB,4,F,1032413,1035037,False
AT4G02340,AT4G02340,4,F,1035681,1037615,False
AT4G02350,SEC15B,4,F,1038114,1040774,False
AT4G02360,AT4G02360,4,F,1041142,1041733,False
AT4G02370,AT4G02370,4,F,1042338,1043206,False
AT4G02380,SAG21,4,R,1046204,1046997,False
AT4G02390,PARP2,4,F,1049957,1054065,False
AT4G02400,AT4G02400,4,F,1054199,1057998,False
AT4G02405,AT4G02405,4,R,1057854,1059671,False
AT4G02410,LecRK-IV.3,4,R,1059889,1062153,False
AT4G02420,LecRK-IV.4,4,R,1064363,1066372,False
AT4G02425,AT4G02425,4,R,1067280,1068785,False
AT4G02430,AT4G02430,4,F,1068974,1072215,False
AT4G02440,EID1,4,F,1072481,1073779,False
AT4G02450,p23-1,4,R,1073753,1075893,False
AT4G02460,PMS1,4,R,1076136,1080722,False
AT4G02465,AT4G02465,4,F,1080962,1081680,False
AT4G02480,AT4G02480,4,R,1081759,1088846,False
AT4G02482,AT4G02482,4,F,1092002,1092484,False
AT4G02485,AT4G02485,4,F,1092681,1094597,False
AT4G02487,AT4G02487,4,R,1094945,1095226,False
AT4G02489,AT4G02489,4,R,1097532,1097645,False
AT4G02490,AT4G02490,4,R,1097945,1100011,False
AT4G02500,XT2,4,F,1101507,1103610,False
AT4G02510,TOC159,4,F,1104766,1109600,False
AT4G02520,GSTF2,4,R,1110452,1111660,False
AT4G02530,MPH2,4,R,1112141,1114029,False
AT4G02540,AT4G02540,4,F,1117154,1119817,False
AT4G02541,AT4G02541,4,R,1119849,1119989,False
AT4G02550,AT4G02550,4,R,1120421,1122223,False
AT4G02555,AT4G02555,4,F,1122603,1122678,False
AT4G02560,LD,4,R,1123490,1128421,False
AT4G02570,CUL1,4,F,1128515,1133774,False
AT4G02580,AT4G02580,4,F,1134467,1137156,False
AT4G02590,UNE12,4,R,1137498,1140499,False
AT4G02600,MLO1,4,F,1143962,1147422,False
AT4G02610,AT4G02610,4,F,1147634,1149336,False
AT4G02620,VHA-F,4,R,1149248,1151346,False
AT4G02630,AT4G02630,4,F,1151613,1153356,False
AT4G02640,BZO2H1,4,F,1153997,1156320,False
AT4G02650,PICALM5B,4,F,1156453,1158653,False
AT4G02655,AT4G02655,4,F,1158848,1159422,False
AT4G02660,AT4G02660,4,R,1159667,1174321,False
AT4G02670,AT4G02670,4,R,1176190,1178489,False
AT4G02680,EOL1,4,R,1181049,1184930,False
AT4G02690,LFG3,4,F,1185751,1187816,False
AT4G02700,SULTR3;2,4,F,1188983,1193611,False
AT4G02710,NET1C,4,R,1193516,1197630,False
AT4G02715,AT4G02715,4,R,1202170,1203380,False
AT4G02720,MAS2,4,R,1204303,1205866,False
AT4G02725,AT4G02725,4,F,1206004,1207436,False
AT4G02730,WDR5b,4,F,1207725,1209287,False
AT4G02733,AT4G02733,4,R,1210140,1211532,False
AT4G02740,AT4G02740,4,R,1217591,1220857,False
AT4G02750,SSTPR,4,R,1221116,1223461,False
AT4G02760,AT4G02760,4,R,1223959,1228941,False
AT4G02770,PSAD-1,4,R,1229111,1229945,False
AT4G02780,GA1,4,R,1237767,1244813,False
AT4G02790,EMB3129,4,F,1247386,1249588,False
AT4G02800,MadA1,4,F,1250015,1251681,False
AT4G02810,FAF1,4,F,1256162,1257212,False
AT4G02820,RTP7,4,F,1258568,1260665,False
AT4G02830,AT4G02830,4,F,1262245,1264101,False
AT4G02840,SmD1b,4,F,1264627,1266486,False
AT4G02850,DAAR1,4,R,1266463,1268612,False
AT4G02860,DAAR2,4,R,1268713,1270525,False
AT4G02870,AT4G02870,4,R,1271654,1272746,False
AT4G02871,AT4G02871,4,R,1272781,1272933,False
AT4G02880,AT4G02880,4,F,1274465,1278718,False
AT4G02890,UBQ14,4,R,1278530,1280031,False
AT4G02900,OSCA1.7,4,F,1284066,1287747,False
AT4G02910,AT4G02910,4,R,1288486,1289615,False
AT4G02920,AT4G02920,4,F,1292523,1294861,False
AT4G02930,AT4G02930,4,R,1295409,1298404,False
AT4G02940,ALKBH10B,4,F,1306503,1310946,False
AT4G02950,AT4G02950,4,F,1311198,1312154,False
AT4G02960,AT4G02960,4,R,1312547,1316983,False
AT4G02970,AT7SL-1,4,F,1317499,1319179,False
AT4G02980,ABP1,4,R,1319656,1321477,False
AT4G02990,BSM,4,F,1321859,1324004,False
AT4G03000,AT4G03000,4,F,1324108,1327520,False
